value,context,found_in,status
4,supplement.md: 0.959184 | 0.795918 | 0.0408163 | ## eTable 4. Cells labelled by the pre-specified parse-f,IGNORED: SECTION_LABEL,IGNORED
15%,supplement.md: ule A cell whose parse-failure rate exceeds 15% is LABELLED as no longer measuring the behav,cost_envelope.csv:price_out (tol=exact),MATCHED
8,"supplement.md: stays in, the label is reported, and eTable 8 sweeps the threshold to show what the headli",IGNORED: SECTION_LABEL,IGNORED
2,supplement.md: than retyped. **Principal run (primary).** 2 of 20 model-by-LLM-cell combinations exceed,cost_envelope.csv:price_in (tol=exact),MATCHED
20,supplement.md: retyped. **Principal run (primary).** 2 of 20 model-by-LLM-cell combinations exceed the li,followup_semantic_fair_cells.csv:n_comparator_episodes_missed (tol=exact),MATCHED
0,supplement.md: ell (`factorial:decoder_confidence:advisory:s0`). The two non-LLM cells are excluded from t,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
3.7,supplement.md: _failure | |---|---|---|---| | google/gemini-3.7-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
0,supplement.md: ash | factorial:decoder_confidence:advisory:s0 | 1065 | 0.308 | | z-ai/glm-5.3-flash | fact,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1065,supplement.md: | factorial:decoder_confidence:advisory:s0 | 1065 | 0.308 | | z-ai/glm-5.3-flash | factorial:d,efigure2_recalibration_paired.csv:n_shared_episodes (tol=exact),MATCHED
0.308,supplement.md: rial:decoder_confidence:advisory:s0 | 1065 | 0.308 | | z-ai/glm-5.3-flash | factorial:decoder_c,followup_task19_recalibration.csv:parse failure (tol=exact),MATCHED
5.3,supplement.md: ence:advisory:s0 | 1065 | 0.308 | | z-ai/glm-5.3-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
0,supplement.md: ash | factorial:decoder_confidence:advisory:s0 | 1065 | 0.2056 | **Pilot (exploratory).**,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1065,supplement.md: | factorial:decoder_confidence:advisory:s0 | 1065 | 0.2056 | **Pilot (exploratory).** 11 of 1,efigure2_recalibration_paired.csv:n_shared_episodes (tol=exact),MATCHED
0.2056,supplement.md: rial:decoder_confidence:advisory:s0 | 1065 | 0.2056 | **Pilot (exploratory).** 11 of 160 model-,followup_task19_recalibration.csv:parse failure (tol=exact),MATCHED
11,supplement.md: | 1065 | 0.2056 | **Pilot (exploratory).** 11 of 160 model-by-LLM-cell combinations exceed,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
160,supplement.md: 5 | 0.2056 | **Pilot (exploratory).** 11 of 160 model-by-LLM-cell combinations exceed the sa,naturalistic_manifest.json.natural_episodes[160].index (tol=exact),MATCHED
5,supplement.md: |---|---|---|---| | anthropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | | z-ai/glm-5.3-f,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: |---| | anthropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | | z-ai/glm-5.3-flash | cautio,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | | anthropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | | z-ai/glm-5.3-flash | caution:w1 |,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.89,supplement.md: thropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | | z-ai/glm-5.3-flash | caution:w1 | 100 |,semantic_fair_resolver_curves.csv:threshold (tol=exact),MATCHED
5.3,supplement.md: net-5 | caution:w1 | 100 | 0.89 | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | google/g,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: 100 | 0.89 | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | google/gemini-3.7-flash | f,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | 0.89 | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | google/gemini-3.7-flash | factori,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.54,supplement.md: | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | google/gemini-3.7-flash | factorial:deco,efigure2_recalibration_paired.csv:coverage (tol=exact),MATCHED
3.7,supplement.md: | caution:w1 | 100 | 0.54 | | google/gemini-3.7-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: ash | factorial:decoder_confidence:advisory:s1 | 100 | 0.41 | | openai/gpt-5.6-luna | cauti,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | factorial:decoder_confidence:advisory:s1 | 100 | 0.41 | | openai/gpt-5.6-luna | caution:w1,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.41,supplement.md: orial:decoder_confidence:advisory:s1 | 100 | 0.41 | | openai/gpt-5.6-luna | caution:w1 | 100 |,followup_task13_confirmation.csv:unfaithful of all (tol=exact),MATCHED
5.6,supplement.md: ence:advisory:s1 | 100 | 0.41 | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | google/gem,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: 00 | 0.41 | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | google/gemini-3.7-flash | fa,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: 0.41 | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | google/gemini-3.7-flash | factoria,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.4,supplement.md: | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | google/gemini-3.7-flash | factorial:deco,episode_confidence_per_episode.csv:isotonic_episode (tol=exact),MATCHED
3.7,supplement.md: a | caution:w1 | 100 | 0.4 | | google/gemini-3.7-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
0,supplement.md: ash | factorial:decoder_confidence:advisory:s0 | 100 | 0.38 | | google/gemini-3.7-flash | f,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | factorial:decoder_confidence:advisory:s0 | 100 | 0.38 | | google/gemini-3.7-flash | factori,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.38,supplement.md: orial:decoder_confidence:advisory:s0 | 100 | 0.38 | | google/gemini-3.7-flash | factorial:deco,followup_task14_repeats.csv:parse failure (tol=exact),MATCHED
3.7,supplement.md: e:advisory:s0 | 100 | 0.38 | | google/gemini-3.7-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
2,supplement.md: ash | factorial:decoder_confidence:advisory:s2 | 100 | 0.38 | | z-ai/glm-5.3-flash | factor,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | factorial:decoder_confidence:advisory:s2 | 100 | 0.38 | | z-ai/glm-5.3-flash | factorial:de,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.38,supplement.md: orial:decoder_confidence:advisory:s2 | 100 | 0.38 | | z-ai/glm-5.3-flash | factorial:decoder_c,followup_task14_repeats.csv:parse failure (tol=exact),MATCHED
5.3,supplement.md: idence:advisory:s2 | 100 | 0.38 | | z-ai/glm-5.3-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
2,supplement.md: ash | factorial:decoder_confidence:advisory:s2 | 100 | 0.31 | | z-ai/glm-5.3-flash | factor,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | factorial:decoder_confidence:advisory:s2 | 100 | 0.31 | | z-ai/glm-5.3-flash | factorial:de,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.31,supplement.md: orial:decoder_confidence:advisory:s2 | 100 | 0.31 | | z-ai/glm-5.3-flash | factorial:decoder_c,followup_task14_repeats.csv:parse failure (tol=exact),MATCHED
5.3,supplement.md: idence:advisory:s2 | 100 | 0.31 | | z-ai/glm-5.3-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
0,supplement.md: ash | factorial:decoder_confidence:advisory:s0 | 100 | 0.24 | | z-ai/glm-5.3-flash | factor,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | factorial:decoder_confidence:advisory:s0 | 100 | 0.24 | | z-ai/glm-5.3-flash | factorial:de,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.24,supplement.md: orial:decoder_confidence:advisory:s0 | 100 | 0.24 | | z-ai/glm-5.3-flash | factorial:decoder_c,semantic_fair_resolver_curves.csv:threshold (tol=exact),MATCHED
5.3,supplement.md: idence:advisory:s0 | 100 | 0.24 | | z-ai/glm-5.3-flash | factorial:decoder_confidence:advisor,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: ash | factorial:decoder_confidence:advisory:s1 | 100 | 0.23 | | google/gemini-3.7-flash | c,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | factorial:decoder_confidence:advisory:s1 | 100 | 0.23 | | google/gemini-3.7-flash | caution,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.23,supplement.md: orial:decoder_confidence:advisory:s1 | 100 | 0.23 | | google/gemini-3.7-flash | caution:w1 | 1,semantic_fair_resolver_curves.csv:threshold (tol=exact),MATCHED
3.7,supplement.md: e:advisory:s1 | 100 | 0.23 | | google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | anthropi,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: 0.23 | | google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | anthropic/claude-sonnet-5 |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: 3 | | google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | anthropic/claude-sonnet-5 | facto,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.21,supplement.md: google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | anthropic/claude-sonnet-5 | factorial:se,followup_task14_repeats.csv:parse failure (tol=exact),MATCHED
5,supplement.md: :w1 | 100 | 0.21 | | anthropic/claude-sonnet-5 | factorial:self_confidence:advisory:s1 | 10,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: nnet-5 | factorial:self_confidence:advisory:s1 | 100 | 0.16 | **All five models on `cautio,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: -5 | factorial:self_confidence:advisory:s1 | 100 | 0.16 | **All five models on `caution:w1`*,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.16,"supplement.md: actorial:self_confidence:advisory:s1 | 100 | 0.16 | **All five models on `caution:w1`** (""Alw",semantic_fair_resolver_curves.csv:threshold (tol=exact),MATCHED
1,"supplement.md: 100 | 0.16 | **All five models on `caution:w1`** (""Always confirm your understanding befor",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
9,supplement.md: s the wording whose parse failures eMethods S9 shows were an interface problem rather than,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
4,supplement.md: ure | |---|---|---|---| | deepseek/deepseek-v4-flash | caution:w1 | 100 | 0.1 | | google/ge,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
1,supplement.md: ---| | deepseek/deepseek-v4-flash | caution:w1 | 100 | 0.1 | | google/gemini-3.7-flash | ca,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | deepseek/deepseek-v4-flash | caution:w1 | 100 | 0.1 | | google/gemini-3.7-flash | caution:,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.1,supplement.md: pseek/deepseek-v4-flash | caution:w1 | 100 | 0.1 | | google/gemini-3.7-flash | caution:w1 | 1,efigure2_recalibration_paired.csv:parse_failure (tol=exact),MATCHED
3.7,supplement.md: h | caution:w1 | 100 | 0.1 | | google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | openai/g,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: | 0.1 | | google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | openai/gpt-5.6-luna | cauti,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: 1 | | google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | openai/gpt-5.6-luna | caution:w1,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.21,supplement.md: google/gemini-3.7-flash | caution:w1 | 100 | 0.21 | | openai/gpt-5.6-luna | caution:w1 | 100 |,followup_task14_repeats.csv:parse failure (tol=exact),MATCHED
5.6,supplement.md: ash | caution:w1 | 100 | 0.21 | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | z-ai/glm-5,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: 00 | 0.21 | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | z-ai/glm-5.3-flash | caution,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: 0.21 | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | z-ai/glm-5.3-flash | caution:w1 |,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.4,supplement.md: | | openai/gpt-5.6-luna | caution:w1 | 100 | 0.4 | | z-ai/glm-5.3-flash | caution:w1 | 100 |,episode_confidence_per_episode.csv:isotonic_episode (tol=exact),MATCHED
5.3,supplement.md: 6-luna | caution:w1 | 100 | 0.4 | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | anthropi,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: 100 | 0.4 | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | anthropic/claude-sonnet-5 |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | 0.4 | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | anthropic/claude-sonnet-5 | cauti,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.54,supplement.md: | | z-ai/glm-5.3-flash | caution:w1 | 100 | 0.54 | | anthropic/claude-sonnet-5 | caution:w1 |,efigure2_recalibration_paired.csv:coverage (tol=exact),MATCHED
5,supplement.md: :w1 | 100 | 0.54 | | anthropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | ## eTable 5. Ab,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: .54 | | anthropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | ## eTable 5. Abstention mech,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
100,supplement.md: | | anthropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | ## eTable 5. Abstention mechanism,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
0.89,supplement.md: thropic/claude-sonnet-5 | caution:w1 | 100 | 0.89 | ## eTable 5. Abstention mechanism by mode,semantic_fair_resolver_curves.csv:threshold (tol=exact),MATCHED
5,supplement.md: net-5 | caution:w1 | 100 | 0.89 | ## eTable 5. Abstention mechanism by model Whether an e,IGNORED: SECTION_LABEL,IGNORED
0,"supplement.md: nce (`factorial:decoder_confidence:advisory:s0`, scaffold s0). `n` is that model's own erro",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0,"supplement.md: l:decoder_confidence:advisory:s0`, scaffold s0). `n` is that model's own error-bearing coun",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
363,"supplement.md: at model's own error-bearing count, which is 363 for the four models that ran the full pool a",primary_abstention_mechanism.csv:n (tol=exact),MATCHED
170,supplement.md: r the four models that ran the full pool and 170 for the model that ran the frozen subset. Th,number_audit_enumeration_claims.csv:stated_count (tol=exact),MATCHED
5,supplement.md: -|---|---|---|---| | anthropic/claude-sonnet-5 | 170 | 0.359 | 0.641 | 0.547 | 0.094 | | de,IGNORED: VERSION_SLUG,IGNORED
170,supplement.md: -|---|---|---| | anthropic/claude-sonnet-5 | 170 | 0.359 | 0.641 | 0.547 | 0.094 | | deepseek,number_audit_enumeration_claims.csv:stated_count (tol=exact),MATCHED
0.359,supplement.md: ---|---| | anthropic/claude-sonnet-5 | 170 | 0.359 | 0.641 | 0.547 | 0.094 | | deepseek/deepsee,primary_abstention_mechanism.csv:coverage (tol=exact),MATCHED
0.641,supplement.md: | anthropic/claude-sonnet-5 | 170 | 0.359 | 0.641 | 0.547 | 0.094 | | deepseek/deepseek-v4-fla,primary_abstention_mechanism.csv:declined_total (tol=exact),MATCHED
0.547,supplement.md: opic/claude-sonnet-5 | 170 | 0.359 | 0.641 | 0.547 | 0.094 | | deepseek/deepseek-v4-flash | 363,primary_abstention_mechanism.csv:declined_by_calling_abstain (tol=exact),MATCHED
0.094,supplement.md: ude-sonnet-5 | 170 | 0.359 | 0.641 | 0.547 | 0.094 | | deepseek/deepseek-v4-flash | 363 | 0.992,primary_abstention_mechanism.csv:declined_by_parse_failure (tol=exact),MATCHED
4,supplement.md: 0.641 | 0.547 | 0.094 | | deepseek/deepseek-v4-flash | 363 | 0.992 | 0.008 | 0.003 | 0.006,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
363,supplement.md: 547 | 0.094 | | deepseek/deepseek-v4-flash | 363 | 0.992 | 0.008 | 0.003 | 0.006 | | google/g,primary_abstention_mechanism.csv:n (tol=exact),MATCHED
0.992,supplement.md: 0.094 | | deepseek/deepseek-v4-flash | 363 | 0.992 | 0.008 | 0.003 | 0.006 | | google/gemini-3.,primary_abstention_mechanism.csv:coverage (tol=exact),MATCHED
0.008,supplement.md: | deepseek/deepseek-v4-flash | 363 | 0.992 | 0.008 | 0.003 | 0.006 | | google/gemini-3.7-flash,primary_abstention_mechanism.csv:declined_total (tol=exact),MATCHED
0.003,supplement.md: ek/deepseek-v4-flash | 363 | 0.992 | 0.008 | 0.003 | 0.006 | | google/gemini-3.7-flash | 363 |,followup_task20_by_corruption.csv:parse failure (tol=exact),MATCHED
0.006,supplement.md: eek-v4-flash | 363 | 0.992 | 0.008 | 0.003 | 0.006 | | google/gemini-3.7-flash | 363 | 0.3 | 0.,followup_task19_matched_coverage.csv:matched gap (tol=exact),MATCHED
3.7,supplement.md: 92 | 0.008 | 0.003 | 0.006 | | google/gemini-3.7-flash | 363 | 0.3 | 0.7 | 0.157 | 0.543 | |,IGNORED: VERSION_SLUG,IGNORED
363,supplement.md: 0.003 | 0.006 | | google/gemini-3.7-flash | 363 | 0.3 | 0.7 | 0.157 | 0.543 | | openai/gpt-5,primary_abstention_mechanism.csv:n (tol=exact),MATCHED
0.3,supplement.md: | 0.006 | | google/gemini-3.7-flash | 363 | 0.3 | 0.7 | 0.157 | 0.543 | | openai/gpt-5.6-lun,episode_confidence_per_episode.csv:isotonic_episode (tol=exact),MATCHED
0.7,supplement.md: 06 | | google/gemini-3.7-flash | 363 | 0.3 | 0.7 | 0.157 | 0.543 | | openai/gpt-5.6-luna | 36,episode_confidence_per_episode.csv:min (tol=exact),MATCHED
0.157,supplement.md: google/gemini-3.7-flash | 363 | 0.3 | 0.7 | 0.157 | 0.543 | | openai/gpt-5.6-luna | 363 | 0.99,primary_abstention_mechanism.csv:declined_by_calling_abstain (tol=exact),MATCHED
0.543,supplement.md: gemini-3.7-flash | 363 | 0.3 | 0.7 | 0.157 | 0.543 | | openai/gpt-5.6-luna | 363 | 0.997 | 0.00,primary_abstention_mechanism.csv:declined_by_parse_failure (tol=exact),MATCHED
5.6,supplement.md: 3 | 0.3 | 0.7 | 0.157 | 0.543 | | openai/gpt-5.6-luna | 363 | 0.997 | 0.003 | 0.003 | 0 | | z,IGNORED: VERSION_SLUG,IGNORED
363,supplement.md: .7 | 0.157 | 0.543 | | openai/gpt-5.6-luna | 363 | 0.997 | 0.003 | 0.003 | 0 | | z-ai/glm-5.3,primary_abstention_mechanism.csv:n (tol=exact),MATCHED
0.997,supplement.md: .157 | 0.543 | | openai/gpt-5.6-luna | 363 | 0.997 | 0.003 | 0.003 | 0 | | z-ai/glm-5.3-flash |,followup_task20_by_corruption.csv:coverage (tol=exact),MATCHED
0.003,supplement.md: .543 | | openai/gpt-5.6-luna | 363 | 0.997 | 0.003 | 0.003 | 0 | | z-ai/glm-5.3-flash | 363 | 0,followup_task20_by_corruption.csv:parse failure (tol=exact),MATCHED
0.003,supplement.md: openai/gpt-5.6-luna | 363 | 0.997 | 0.003 | 0.003 | 0 | | z-ai/glm-5.3-flash | 363 | 0.336 | 0,followup_task20_by_corruption.csv:parse failure (tol=exact),MATCHED
0,supplement.md: gpt-5.6-luna | 363 | 0.997 | 0.003 | 0.003 | 0 | | z-ai/glm-5.3-flash | 363 | 0.336 | 0.664,cost_envelope.csv:cached_frac (tol=exact),MATCHED
5.3,supplement.md: 363 | 0.997 | 0.003 | 0.003 | 0 | | z-ai/glm-5.3-flash | 363 | 0.336 | 0.664 | 0.361 | 0.303,IGNORED: VERSION_SLUG,IGNORED
363,supplement.md: | 0.003 | 0.003 | 0 | | z-ai/glm-5.3-flash | 363 | 0.336 | 0.664 | 0.361 | 0.303 | ## eTable,primary_abstention_mechanism.csv:n (tol=exact),MATCHED
0.336,supplement.md: 3 | 0.003 | 0 | | z-ai/glm-5.3-flash | 363 | 0.336 | 0.664 | 0.361 | 0.303 | ## eTable 6. Cons,primary_abstention_mechanism.csv:coverage (tol=exact),MATCHED
0.664,supplement.md: 3 | 0 | | z-ai/glm-5.3-flash | 363 | 0.336 | 0.664 | 0.361 | 0.303 | ## eTable 6. Consequence-,primary_abstention_mechanism.csv:declined_total (tol=exact),MATCHED
0.361,supplement.md: | z-ai/glm-5.3-flash | 363 | 0.336 | 0.664 | 0.361 | 0.303 | ## eTable 6. Consequence-tier str,primary_abstention_mechanism.csv:declined_by_calling_abstain (tol=exact),MATCHED
0.303,supplement.md: lm-5.3-flash | 363 | 0.336 | 0.664 | 0.361 | 0.303 | ## eTable 6. Consequence-tier stratificat,primary_abstention_mechanism.csv:declined_by_parse_failure (tol=exact),MATCHED
6,supplement.md: | 0.336 | 0.664 | 0.361 | 0.303 | ## eTable 6. Consequence-tier stratification and the tie,IGNORED: SECTION_LABEL,IGNORED
3,"supplement.md: opulation. The tier stratification, the tier-3-minus-tier-1 contrast and the transition mat",IGNORED: VERSION_SLUG,IGNORED
1,"supplement.md: e tier stratification, the tier-3-minus-tier-1 contrast and the transition matrix were comp",IGNORED: VERSION_SLUG,IGNORED
0,"supplement.md: cause the principal run holds only scaffold s0 and three factorial cells, and the stratific",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
6,"supplement.md: across all six factorial arms.* ### eTable 6a. Consequence-tier stratification, every arm",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
90,"supplement.md: he pilot's factorial design. The full table, 90 rows, is Supplementary Data 3, submitted wit",primary_unsafe_execution.csv:n_unsafe (tol=exact),MATCHED
3,"supplement.md: e full table, 90 rows, is Supplementary Data 3, submitted with this manuscript as a machine",cost_envelope.csv:price_in (tol=exact),MATCHED
3.7,"supplement.md: ecoder-confidence advisory cells for *gemini-3.7-flash*, *glm-5.3-flash*, and *claude-sonnet-",IGNORED: VERSION_SLUG,IGNORED
5.3,"supplement.md: advisory cells for *gemini-3.7-flash*, *glm-5.3-flash*, and *claude-sonnet-5*, the three mod",IGNORED: VERSION_SLUG,IGNORED
5,"supplement.md: -flash*, *glm-5.3-flash*, and *claude-sonnet-5*, the three models whose coverage responded",IGNORED: VERSION_SLUG,IGNORED
3,"supplement.md: ng at which the remaining arms sit. The tier 3 minus tier 1 contrast for every arm, includi",IGNORED: TIER_LABEL,IGNORED
1,"supplement.md: he remaining arms sit. The tier 3 minus tier 1 contrast for every arm, including the arms n",IGNORED: TIER_LABEL,IGNORED
6,"supplement.md: including the arms not shown here, is eTable 6b. | model | uncertainty_source | control_me",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
5,supplement.md: -|---|---|---|---| | anthropic/claude-sonnet-5 | decoder_confidence | advisory | 1 | 51 | 0,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: e-sonnet-5 | decoder_confidence | advisory | 1 | 51 | 0.686275 | 0.588235 | | anthropic/cla,cost_envelope.csv:price_in (tol=exact),MATCHED
51,supplement.md: nnet-5 | decoder_confidence | advisory | 1 | 51 | 0.686275 | 0.588235 | | anthropic/claude-s,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.686275,supplement.md: 5 | decoder_confidence | advisory | 1 | 51 | 0.686275 | 0.588235 | | anthropic/claude-sonnet-5 | d,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.588235,supplement.md: _confidence | advisory | 1 | 51 | 0.686275 | 0.588235 | | anthropic/claude-sonnet-5 | decoder_conf,etable6a_consequence_tier_stratification.csv:unsafe (tol=display-rounding),MATCHED
5,supplement.md: 86275 | 0.588235 | | anthropic/claude-sonnet-5 | decoder_confidence | advisory | 2 | 48 | 0,IGNORED: VERSION_SLUG,IGNORED
2,supplement.md: e-sonnet-5 | decoder_confidence | advisory | 2 | 48 | 0.458333 | 0.208333 | | anthropic/cla,cost_envelope.csv:price_in (tol=exact),MATCHED
48,supplement.md: nnet-5 | decoder_confidence | advisory | 2 | 48 | 0.458333 | 0.208333 | | anthropic/claude-s,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.458333,supplement.md: 5 | decoder_confidence | advisory | 2 | 48 | 0.458333 | 0.208333 | | anthropic/claude-sonnet-5 | d,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.208333,supplement.md: _confidence | advisory | 2 | 48 | 0.458333 | 0.208333 | | anthropic/claude-sonnet-5 | decoder_conf,etable6a_consequence_tier_stratification.csv:unsafe (tol=display-rounding),MATCHED
5,supplement.md: 58333 | 0.208333 | | anthropic/claude-sonnet-5 | decoder_confidence | advisory | 3 | 48 | 0,IGNORED: VERSION_SLUG,IGNORED
3,supplement.md: e-sonnet-5 | decoder_confidence | advisory | 3 | 48 | 0.458333 | 0.354167 | | google/gemini,cost_envelope.csv:price_in (tol=exact),MATCHED
48,supplement.md: nnet-5 | decoder_confidence | advisory | 3 | 48 | 0.458333 | 0.354167 | | google/gemini-3.7-,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.458333,supplement.md: 5 | decoder_confidence | advisory | 3 | 48 | 0.458333 | 0.354167 | | google/gemini-3.7-flash | dec,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.354167,supplement.md: _confidence | advisory | 3 | 48 | 0.458333 | 0.354167 | | google/gemini-3.7-flash | decoder_confid,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
3.7,supplement.md: | 48 | 0.458333 | 0.354167 | | google/gemini-3.7-flash | decoder_confidence | advisory | 1 |,IGNORED: VERSION_SLUG,IGNORED
1,supplement.md: -3.7-flash | decoder_confidence | advisory | 1 | 51 | 0.313725 | 0.254902 | | google/gemini,cost_envelope.csv:price_in (tol=exact),MATCHED
51,supplement.md: -flash | decoder_confidence | advisory | 1 | 51 | 0.313725 | 0.254902 | | google/gemini-3.7-,etable6a_consequence_tier_stratification.csv:n (tol=exact),MATCHED
0.313725,supplement.md: h | decoder_confidence | advisory | 1 | 51 | 0.313725 | 0.254902 | | google/gemini-3.7-flash | dec,etable6a_consequence_tier_stratification.csv:coverage (tol=display-rounding),MATCHED
0.254902,supplement.md: _confidence | advisory | 1 | 51 | 0.313725 | 0.254902 | | google/gemini-3.7-flash | decoder_confid,etable6a_consequence_tier_stratification.csv:unsafe (tol=display-rounding),MATCHED
3.7,supplement.md: | 51 | 0.313725 | 0.254902 | | google/gemini-3.7-flash | decoder_confidence | advisory | 2 |,IGNORED: VERSION_SLUG,IGNORED
2,supplement.md: -3.7-flash | decoder_confidence | advisory | 2 | 48 | 0.4375 | 0.1875 | | google/gemini-3.7,cost_envelope.csv:price_in (tol=exact),MATCHED
